0 	0.000236827
10 	0.00201303
20 	0.00331557
30 	0.00296033
40 	0.00497336
50 	0.00521018
60 	0.0062759
70 	0.00864417
80 	0.00497336
90 	0.0071048
100 	0.00390764
110 	0.00473653
120 	0.00402605
130 	0.00331557
140 	0.00284192
150 	0.00189461
160 	0.00201303
170 	0.00343398
180 	0.00213144
190 	0.00189461
200 	0.00142096
210 	0.00189461
220 	0.00118413
230 	0.00130255
240 	0.00224985
250 	0.00142096
260 	0.00236827
270 	0.00189461
280 	0.00130255
290 	0.0017762
300 	0.00142096
310 	0.00260509
320 	0.00165779
330 	0.00153937
340 	0.00035524
