-20 	0.000265076
-10 	0.00523526
0 	0.0196156
10 	0.00536779
20 	0.00318091
30 	0.00424122
40 	0.00304838
50 	0.00304838
60 	0.00390987
70 	0.00490391
80 	0.00609675
90 	0.00622929
100 	0.00536779
110 	0.0045063
120 	0.00397614
130 	0.00258449
140 	0.00159046
150 	0.00112657
160 	0.00159046
170 	0.000927767
180 	0.000795229
190 	0.00132538
200 	0.000861498
210 	0.000463883
220 	0.000795229
230 	0.000861498
240 	0.000662691
250 	0.000861498
260 	0.000861498
270 	0.0010603
280 	0.000861498
290 	0.00132538
300 	0.000861498
310 	0.0010603
320 	0.000463883
330 	0.000397614
