-40 	5.78369e-05
-30 	0
-20 	0.000173511
-10 	0.0064199
0 	0.0323308
10 	0.00196645
20 	0.00237131
30 	0.00115674
40 	0.000867553
50 	0.00185078
60 	0.00399075
70 	0.00526316
80 	0.00636206
90 	0.00630422
100 	0.0037594
110 	0.00352805
120 	0.00277617
130 	0.0026605
140 	0.00190862
150 	0.00104106
160 	0.00161943
170 	0.00092539
180 	0.00092539
190 	0.000578369
200 	0.000809717
210 	0.000578369
220 	0.000404858
230 	0.000867553
240 	0.00104106
250 	0.00127241
260 	0.00115674
270 	0.00104106
280 	0.000867553
290 	0.00133025
300 	0.000809717
310 	0.000694043
320 	0.000289184
330 	5.78369e-05
