-70 	7.83085e-05
-60 	0
-50 	7.83085e-05
-40 	0
-30 	0.000156617
-20 	0.000469851
-10 	0.000469851
0 	7.83085e-05
10 	0
20 	0.000704777
30 	0.00375881
40 	0.00649961
50 	0.0101018
60 	0.00798747
70 	0.0083007
80 	0.0083007
90 	0.00704777
100 	0.00618637
110 	0.00509005
120 	0.00360219
130 	0.00289742
140 	0.00258418
150 	0.0018794
160 	0.00156617
170 	0.00109632
180 	0.00164448
190 	0.0018794
200 	0.00109632
210 	0.00101801
220 	0.00125294
230 	0.00148786
240 	0.000783085
250 	0.00133125
260 	0.00125294
270 	0.00164448
280 	0.000861394
290 	0.00125294
300 	0.00125294
310 	0.00156617
320 	0.00133125
330 	0.00109632
340 	0.000313234
350 	7.83085e-05
