-30 	7.83392e-05
-20 	0.000470035
-10 	0.00156678
0 	0.0036036
10 	0.00650215
20 	0.0181747
30 	0.02217
40 	0.0139444
50 	0.00791226
60 	0.004387
70 	0.00368194
80 	0.00289855
90 	0.00329025
100 	0.00274187
110 	0.00242852
120 	0.0021935
130 	0.00227184
140 	0.00117509
150 	0.000235018
160 	0.000235018
170 	0.000156678
