-40 	6.47459e-05
-30 	0
-20 	6.47459e-05
-10 	0.00835222
0 	0.0298478
10 	0.00252509
20 	0.00161865
30 	0.00148916
40 	0.00142441
50 	0.00168339
60 	0.00420848
70 	0.00647459
80 	0.00511492
90 	0.00472645
100 	0.00382001
110 	0.0039495
120 	0.00291356
130 	0.00207187
140 	0.00187763
150 	0.00116543
160 	0.00129492
170 	0.000971188
180 	0.00116543
190 	0.00123017
200 	0.00103593
210 	0.00135966
220 	0.00161865
230 	0.00116543
240 	0.00129492
250 	0.00116543
260 	0.000712205
270 	0.00148916
280 	0.000971188
290 	0.000906442
300 	0.000194238
310 	0.000129492
