-10 	0.00828912
0 	0.0304377
10 	0.00258621
20 	0.00298408
30 	0.00238727
40 	0.00271883
50 	0.00271883
60 	0.00338196
70 	0.00484085
80 	0.00603448
90 	0.00450928
100 	0.00437666
110 	0.00311671
120 	0.00344828
130 	0.00285146
140 	0.00218833
150 	0.00192308
160 	0.00145889
170 	0.00139257
180 	0.000928382
190 	0.00066313
200 	0.000928382
210 	0.00125995
220 	0.00119363
230 	0.000862069
240 	0.00066313
250 	0.000928382
260 	0.00132626
270 	0.000994695
280 	0.000596817
290 	0.00119363
300 	0.000795756
310 	0.000331565
