-30 	6.51042e-05
-20 	0.000130208
-10 	0.00813802
0 	0.0343099
10 	0.00188802
20 	0.00227865
30 	0.00182292
40 	0.0014974
50 	0.0016276
60 	0.0031901
70 	0.00390625
80 	0.00566406
90 	0.0047526
100 	0.00371094
110 	0.003125
120 	0.00345052
130 	0.00201823
140 	0.00169271
150 	0.00123698
160 	0.00130208
170 	0.00078125
180 	0.000716146
190 	0.000976562
200 	0.00143229
210 	0.000846354
220 	0.0015625
230 	0.00117187
240 	0.00143229
250 	0.00117187
260 	0.000585937
270 	0.00136719
280 	0.00130208
290 	0.00078125
300 	6.51042e-05
310 	6.51042e-05
