-10 	0.00843434
0 	0.0384848
10 	0.00227273
20 	0.00131313
30 	0.00141414
40 	0.00166667
50 	0.00186869
60 	0.00252525
70 	0.00449495
80 	0.00631313
90 	0.00590909
100 	0.00479798
110 	0.00282828
120 	0.00176768
130 	0.0020202
140 	0.00136364
150 	0.00136364
160 	0.00106061
170 	0.000707071
180 	0.00116162
190 	0.0010101
200 	0.00136364
210 	0.000909091
220 	0.00111111
230 	0.000959596
240 	0.0010101
250 	0.000757576
260 	0.000858586
270 	0.000858586
280 	0.000858586
290 	0.000909091
300 	0.000959596
310 	0.000606061
320 	0.00020202
330 	5.05051e-05
340 	5.05051e-05
