-20 	4.71143e-05
-10 	0.00711425
0 	0.0395289
10 	0.0023086
20 	0.0019788
30 	0.00169611
40 	0.00160188
50 	0.001649
60 	0.00221437
70 	0.00414605
80 	0.00532391
90 	0.00504122
100 	0.00381625
110 	0.00315665
120 	0.00259128
130 	0.00226148
140 	0.00136631
150 	0.00117786
160 	0.000706714
170 	0.000753828
180 	0.000800942
190 	0.0006596
200 	0.000895171
210 	0.00113074
220 	0.000848057
230 	0.00113074
240 	0.000612485
250 	0.000848057
260 	0.000895171
270 	0.00117786
280 	0.000895171
290 	0.000706714
300 	0.000895171
310 	9.42285e-05
